33145, 50522
86710, 95614
43038, 97615
33366, 36834
377, 80133
11431, 47012
28511, 89566
58327, 74190
63661, 94311
71831, 76915
18480, 71302
66980, 74190
38909, 74190
19997, 96450
2256, 98623
56951, 81962
46191, 85466
7623, 20788
3806, 58327
7623, 44631
11122, 36003
74736, 90009
24687, 35971
74190, 79943
2256, 88442
854, 47012
84087, 98837
88886, 97615
80133, 99265
33366, 58327
35971, 87994
51657, 54613
51657, 88442
10126, 88886
56951, 96624
81962, 90009
46191, 67674
50522, 71302
37752, 92816
86710, 93980
46364, 61540
71831, 88886
58327, 83429
32861, 38030
16607, 18507
17336, 57354
51657, 57354
21727, 61440
33145, 41668
31818, 37752
18480, 74190
16193, 99846
37752, 99265
10126, 95075
79225, 94606
38606, 58327
854, 72677
854, 86932
74190, 101778
1991, 16822
49054, 72752
10960, 37752
33145, 67674
31818, 38606
372, 854
41668, 96624
35971, 86710
5883, 80354
7448, 54613
84087, 86933
16193, 51657
57947, 84087
7448, 33145
3806, 49538
854, 99846
7872, 44358
28965, 93986
33145, 33366
43038, 97072
8657, 28965
33366, 79943
377, 57309
18480, 56951
74190, 88442
22832, 37752
33145, 81962
7623, 37704
6663, 71302
27118, 72752
13100, 61540
37752, 88442
48485, 54613
10126, 10992
47012, 50522
38030, 74190
62839, 84087
61440, 76078
58655, 66980
61440, 88886
23769, 54527
11122, 58327
854, 20788
37704, 85466
16822, 37752
11431, 72752
71614, 80354
80023, 94599
7623, 69679
1694, 37752
16193, 48836
21727, 73281
16607, 62006
5883, 92577
56879, 96624
854, 11217
3935, 96624
854, 7623
5883, 83429
48485, 85466
377, 103531
28511, 83429
18715, 96624
17336, 38506
5883, 38606
94606, 97615
16013, 28965
36003, 73230
12214, 17497
47012, 57947
28511, 38606
50959, 88886
37704, 67674
79943, 85466
95725, 96624
13450, 83429
46191, 48485
38030, 98318
27706, 71831
61949, 97615
33145, 46191
74190, 97185
854, 5883
377, 37704
74190, 96624
61540, 61949
7623, 31818
74190, 81458
46191, 74190
27118, 58327
36834, 92401
55535, 85466
377, 56879
73744, 84087
17293, 35971
5883, 26482
24687, 79943
44162, 46204
28511, 37704
62006, 99247
69679, 81962
57309, 92029
20788, 38506
11431, 58327
63624, 80023
74190, 89566
61440, 94311
67674, 96624
37752, 89566
83429, 97185
8657, 96624
16329, 50522
54613, 81458
83429, 96624
8657, 81458
16178, 85466
20788, 71302
28965, 85466
32861, 88442
46191, 84087
3806, 41668
854, 12861
43038, 61440
28965, 58655
32551, 37752
37752, 80133
57354, 83429
2256, 11217
20788, 46191
854, 37704
377, 17497
12214, 63053
61440, 61540
7448, 46191
46364, 70830
26482, 91149
18507, 73281
23769, 73281
71831, 94606
37704, 47012
33115, 99265
71831, 97615
73281, 79225
5883, 17497
7919, 98294
3806, 96624
19215, 44358
60640, 67674
377, 22832
17497, 31818
48991, 71302
50522, 58327
86710, 92577
28511, 66980
50522, 80023
7919, 76078
93986, 96624
145, 64134
77398, 85466
2256, 5883
7919, 79225
63053, 84087
2256, 37752
47012, 94599
33145, 56951
81962, 96624
7623, 54548
27118, 44358
80023, 84087
44358, 71302
23769, 28052
51657, 84087
7448, 16193
20788, 74190
11217, 36496
17336, 56951
7623, 54613
17497, 24687
7448, 74190
66980, 101778
33366, 89566
19403, 35971
7919, 50959
58327, 85466
854, 66980
31818, 33145
85466, 102053
63053, 103531
57354, 63800
21727, 23769
37704, 74190
36496, 80354
58655, 81458
69679, 74190
81458, 96624
31428, 38506
7623, 85466
5883, 44065
36003, 36834
7919, 72086
24687, 28511
26482, 57354
2256, 26482
16822, 77447
48485, 74190
58327, 67674
31428, 71302
36834, 94599
27706, 88886
18480, 24167
28965, 71302
33145, 48991
7623, 97030
10084, 74190
28511, 50522
46191, 58327
43038, 94311
50522, 79943
8657, 48485
56879, 73744
18020, 71302
7448, 56951
50522, 92401
11122, 28511
8657, 20788
67674, 74190
28965, 46191
81962, 86932
7623, 67674
37704, 84087
37752, 50543
7623, 92029
87994, 103531
24167, 74736
79929, 84087
17497, 88442
44065, 51657
12214, 60640
74190, 83429
46191, 93986
48485, 51657
5883, 57947
11122, 96624
7623, 33366
3806, 80354
34005, 38298
17497, 32861
33145, 58327
36496, 73744
28511, 33145
50522, 57947
58655, 71302
7872, 20788
75159, 79225
781, 38298
2256, 11431
28511, 86710
3806, 74190
11338, 54252
54548, 96624
854, 95614
27118, 28511
20788, 48991
33366, 86933
38909, 96624
37704, 72752
2256, 57108
2256, 11122
23769, 53336
16607, 76078
57354, 91149
63661, 79225
61440, 62006
19215, 96624
33145, 63800
28511, 85466
84087, 85466
3448, 46204
35971, 71614
64178, 99183
46988, 96437
11338, 73281
33145, 93986
7623, 38506
37704, 95725
61540, 76078
27200, 32861
46191, 79943
1694, 79766
28511, 97030
854, 86710
27118, 96624
5883, 19403
18480, 28511
38030, 85466
24167, 58327
24687, 72677
63800, 96624
38506, 71302
2194, 50522
28511, 67674
5883, 92029
12214, 91453
10992, 54527
16193, 67674
14181, 27706
54656, 73230
854, 85466
3806, 83429
53336, 95075
61440, 70830
7623, 46191
7448, 38030
16607, 36932
58655, 74190
33366, 37752
61949, 88886
7919, 79846
97615, 98003
6663, 58532
22832, 80133
73230, 98837
18480, 96624
23769, 97615
854, 97030
18480, 81458
5883, 28511
28511, 33366
33145, 92401
37704, 38030
37704, 58327
11338, 99247
58327, 72677
71614, 79766
37704, 80023
7448, 63800
67674, 69679
88442, 96624
88442, 96437
12214, 16193
76078, 95046
7623, 16193
85466, 94599
61949, 95075
77398, 84087
3806, 37704
22832, 47012
77398, 98318
11431, 80133
38298, 50959
58327, 99846
16178, 37704
47012, 71614
72086, 97615
7623, 74190
57309, 58327
24167, 38909
28511, 38506
1991, 37752
61440, 71831
54527, 85852
88886, 94606
16607, 44162
38606, 83429
20788, 44065
8657, 66980
5883, 47012
28511, 71302
56951, 81458
44162, 61440
25183, 45188
24167, 27118
57354, 92029
